        Tempdata for getdump to obtain getdata.lammps. Data of number  1
  0.0000000E+00   70.00000    
  0.0000000E+00   127.8253    
  0.0000000E+00   10.00000    
       1  1    0.161116    0.005582    0.500000
      21  1    0.143545    0.011138    0.500000
      42  1    0.143545    0.022249    0.500000
     821  2    0.129441    0.006679    0.500000
     823  2    0.129441    0.026708    0.500000
      63  1    0.161116    0.027805    0.500000
      83  1    0.161116    0.038916    0.500000
     103  1    0.143545    0.044471    0.500000
     825  2    0.129441    0.040012    0.500000
     124  1    0.143545    0.055582    0.500000
     145  1    0.161116    0.061138    0.500000
     165  1    0.161116    0.072249    0.500000
     185  1    0.143545    0.077805    0.500000
     827  2    0.129441    0.060042    0.500000
     829  2    0.129441    0.073345    0.500000
     206  1    0.143545    0.088916    0.500000
     227  1    0.161116    0.094471    0.500000
     247  1    0.161116    0.105582    0.500000
     831  2    0.129441    0.093375    0.500000
     833  2    0.129441    0.106679    0.500000
     267  1    0.143545    0.111138    0.500000
     288  1    0.143545    0.122249    0.500000
     309  1    0.161116    0.127805    0.500000
     835  2    0.129441    0.126708    0.500000
     329  1    0.161116    0.138916    0.500000
     349  1    0.143545    0.144471    0.500000
     370  1    0.143545    0.155582    0.500000
     391  1    0.161116    0.161138    0.500000
     837  2    0.129441    0.140012    0.500000
     839  2    0.129441    0.160042    0.500000
     841  2    0.161116    0.170056    0.500000
     935  2    0.161116    0.829997    0.500000
     411  1    0.161116    0.838916    0.500000
     431  1    0.143545    0.844471    0.500000
     452  1    0.143545    0.855582    0.500000
     949  2    0.129441    0.840012    0.500000
     951  2    0.129441    0.860042    0.500000
     473  1    0.161116    0.861138    0.500000
     493  1    0.161116    0.872249    0.500000
     513  1    0.143545    0.877805    0.500000
     953  2    0.129441    0.873345    0.500000
     534  1    0.143545    0.888916    0.500000
     555  1    0.161116    0.894471    0.500000
     575  1    0.161116    0.905582    0.500000
     595  1    0.143545    0.911138    0.500000
     955  2    0.129441    0.893375    0.500000
     957  2    0.129441    0.906679    0.500000
     616  1    0.143545    0.922249    0.500000
     637  1    0.161116    0.927805    0.500000
     657  1    0.161116    0.938916    0.500000
     959  2    0.129441    0.926708    0.500000
     961  2    0.129441    0.940012    0.500000
     677  1    0.143545    0.944471    0.500000
     698  1    0.143545    0.955582    0.500000
     719  1    0.161116    0.961138    0.500000
     963  2    0.129441    0.960042    0.500000
     739  1    0.161116    0.972249    0.500000
     759  1    0.143545    0.977805    0.500000
     780  1    0.143545    0.988916    0.500000
     801  1    0.161116    0.994471    0.500000
     965  2    0.129441    0.973345    0.500000
     967  2    0.129441    0.993375    0.500000
       2  1    0.196259    0.005582    0.500000
      22  1    0.178687    0.011138    0.500000
      23  1    0.213830    0.011138    0.500000
      43  1    0.178687    0.022249    0.500000
      44  1    0.213830    0.022249    0.500000
       3  1    0.231402    0.005582    0.500000
       4  1    0.266545    0.005582    0.500000
      24  1    0.248973    0.011138    0.500000
      45  1    0.248973    0.022249    0.500000
       5  1    0.301687    0.005582    0.500000
      25  1    0.284116    0.011138    0.500000
      26  1    0.319259    0.011138    0.500000
      46  1    0.284116    0.022249    0.500000
      47  1    0.319259    0.022249    0.500000
      64  1    0.196259    0.027805    0.500000
      84  1    0.196259    0.038916    0.500000
     104  1    0.178687    0.044471    0.500000
     105  1    0.213830    0.044471    0.500000
      65  1    0.231402    0.027805    0.500000
      66  1    0.266545    0.027805    0.500000
      85  1    0.231402    0.038916    0.500000
      86  1    0.266545    0.038916    0.500000
     106  1    0.248973    0.044471    0.500000
      67  1    0.301687    0.027805    0.500000
      87  1    0.301687    0.038916    0.500000
     107  1    0.284116    0.044471    0.500000
     108  1    0.319259    0.044471    0.500000
     125  1    0.178687    0.055582    0.500000
     126  1    0.213830    0.055582    0.500000
     146  1    0.196259    0.061138    0.500000
     166  1    0.196259    0.072249    0.500000
     186  1    0.178687    0.077805    0.500000
     187  1    0.213830    0.077805    0.500000
     127  1    0.248973    0.055582    0.500000
     147  1    0.231402    0.061138    0.500000
     148  1    0.266545    0.061138    0.500000
     167  1    0.231402    0.072249    0.500000
     168  1    0.266545    0.072249    0.500000
     188  1    0.248973    0.077805    0.500000
     128  1    0.284116    0.055582    0.500000
     129  1    0.319259    0.055582    0.500000
     149  1    0.301687    0.061138    0.500000
     169  1    0.301687    0.072249    0.500000
     189  1    0.284116    0.077805    0.500000
     190  1    0.319259    0.077805    0.500000
     207  1    0.178687    0.088916    0.500000
     208  1    0.213830    0.088916    0.500000
     228  1    0.196259    0.094471    0.500000
     248  1    0.196259    0.105582    0.500000
     209  1    0.248973    0.088916    0.500000
     229  1    0.231402    0.094471    0.500000
     230  1    0.266545    0.094471    0.500000
     249  1    0.231402    0.105582    0.500000
     250  1    0.266545    0.105582    0.500000
     210  1    0.284116    0.088916    0.500000
     211  1    0.319259    0.088916    0.500000
     231  1    0.301687    0.094471    0.500000
     251  1    0.301687    0.105582    0.500000
     268  1    0.178687    0.111138    0.500000
     269  1    0.213830    0.111138    0.500000
     289  1    0.178687    0.122249    0.500000
     290  1    0.213830    0.122249    0.500000
     310  1    0.196259    0.127805    0.500000
     270  1    0.248973    0.111138    0.500000
     291  1    0.248973    0.122249    0.500000
     311  1    0.231402    0.127805    0.500000
     312  1    0.266545    0.127805    0.500000
     271  1    0.284116    0.111138    0.500000
     272  1    0.319259    0.111138    0.500000
     292  1    0.284116    0.122249    0.500000
     293  1    0.319259    0.122249    0.500000
     313  1    0.301687    0.127805    0.500000
     330  1    0.196259    0.138916    0.500000
     350  1    0.178687    0.144471    0.500000
     351  1    0.213830    0.144471    0.500000
     371  1    0.178687    0.155582    0.500000
     372  1    0.213830    0.155582    0.500000
     392  1    0.196259    0.161138    0.500000
     331  1    0.231402    0.138916    0.500000
     332  1    0.266545    0.138916    0.500000
     352  1    0.248973    0.144471    0.500000
     373  1    0.248973    0.155582    0.500000
     393  1    0.231402    0.161138    0.500000
     394  1    0.266545    0.161138    0.500000
     333  1    0.301687    0.138916    0.500000
     353  1    0.284116    0.144471    0.500000
